From	To	Distance	Type
Diabetic Cardiomyopathies	Glioma	3	inter
Diabetic Cardiomyopathies	Glomerulonephritis	2	inter
Diabetic Cardiomyopathies	Graft Rejection	3	inter
Diabetic Cardiomyopathies	Graft vs Host Disease	3	inter
Diabetic Cardiomyopathies	HIV Infections	3	inter
Diabetic Cardiomyopathies	HIV-Associated Lipodystrophy Syndrome	2	inter
Diabetic Cardiomyopathies	Head and Neck Neoplasms	2	inter
Diabetic Cardiomyopathies	Heart Defects, Congenital	3	intra
Diabetic Cardiomyopathies	Heart Diseases	4	intra
Diabetic Cardiomyopathies	Heart Failure	2	intra
Diabetic Cardiomyopathies	Helicobacter pylori	3	inter
Diabetic Cardiomyopathies	Helplessness, Learned	3	inter
Diabetic Cardiomyopathies	Hemangioma, Cavernous, Central Nervous System	3	intra
Diabetic Cardiomyopathies	Hematologic Neoplasms	3	inter
Diabetic Cardiomyopathies	Hepatitis B	2	inter
Diabetic Cardiomyopathies	Hepatitis B, Chronic	3	inter
Diabetic Cardiomyopathies	Hepatitis C	3	inter
Diabetic Cardiomyopathies	Hepatitis C, Chronic	2	inter
Diabetic Cardiomyopathies	Hepatitis, Alcoholic	3	inter
Diabetic Cardiomyopathies	Hepatitis, Chronic	3	inter
Diabetic Cardiomyopathies	Hepatoblastoma	3	inter
Diabetic Cardiomyopathies	Hirschsprung Disease	2	inter
Diabetic Cardiomyopathies	Hodgkin Disease	3	inter
Diabetic Cardiomyopathies	Huntington Disease	3	inter
Diabetic Cardiomyopathies	Hyperglycemia	2	inter
Diabetic Cardiomyopathies	Hypertension, Pulmonary	1	inter
Diabetic Cardiomyopathies	Hypertrophy	2	inter
Diabetic Cardiomyopathies	Hypoxia-Ischemia, Brain	3	inter
Diabetic Cardiomyopathies	Idiopathic Pulmonary Fibrosis	3	inter
Diabetic Cardiomyopathies	Infection	3	inter
Diabetic Cardiomyopathies	Inferior Wall Myocardial Infarction	2	intra
Diabetic Cardiomyopathies	Infertility	3	inter
Diabetic Cardiomyopathies	Infertility, Male	3	inter
Diabetic Cardiomyopathies	Inflammation	2	inter
Diabetic Cardiomyopathies	Inflammatory Bowel Diseases	3	inter
Diabetic Cardiomyopathies	Intervertebral Disc Degeneration	2	inter
Diabetic Cardiomyopathies	Ischemia	2	inter
Diabetic Cardiomyopathies	Kidney Diseases	2	inter
Diabetic Cardiomyopathies	Kidney Failure, Chronic	2	inter
Diabetic Cardiomyopathies	Kidney Neoplasms	4	inter
Diabetic Cardiomyopathies	Laryngeal Neoplasms	2	inter
Diabetic Cardiomyopathies	Leukemia	3	inter
Diabetic Cardiomyopathies	Leukemia, B-Cell	3	inter
Diabetic Cardiomyopathies	Leukemia, Biphenotypic, Acute	3	inter
Diabetic Cardiomyopathies	Leukemia, Lymphocytic, Chronic, B-Cell	3	inter
Diabetic Cardiomyopathies	Leukemia, Lymphoid	3	inter
Diabetic Cardiomyopathies	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	3	inter
Diabetic Cardiomyopathies	Leukemia, Myeloid	5	inter
Diabetic Cardiomyopathies	Leukemia, Myeloid, Acute	1	inter
Diabetic Cardiomyopathies	Leukemia, Promyelocytic, Acute	3	inter
Diabetic Cardiomyopathies	Leukemia-Lymphoma, Adult T-Cell	3	inter
Diabetic Cardiomyopathies	Lichen Planus	3	inter
Diabetic Cardiomyopathies	Lichen Planus, Oral	3	inter
Diabetic Cardiomyopathies	Liver Cirrhosis	3	inter
Diabetic Cardiomyopathies	Liver Cirrhosis, Biliary	2	inter
Diabetic Cardiomyopathies	Liver Diseases	3	inter
Diabetic Cardiomyopathies	Liver Diseases, Alcoholic	3	inter
Diabetic Cardiomyopathies	Liver Failure	3	inter
Diabetic Cardiomyopathies	Liver Neoplasms	2	inter
Diabetic Cardiomyopathies	Lung Diseases, Interstitial	4	inter
Diabetic Cardiomyopathies	Lung Neoplasms	3	inter
Diabetic Cardiomyopathies	Lupus Erythematosus, Systemic	3	inter
Diabetic Cardiomyopathies	Lupus Nephritis	3	inter
Diabetic Cardiomyopathies	Lymphoma	3	inter
Diabetic Cardiomyopathies	Lymphoma, B-Cell	2	inter
Diabetic Cardiomyopathies	Lymphoma, Large B-Cell, Diffuse	2	inter
Diabetic Cardiomyopathies	Lymphoma, Mantle-Cell	4	inter
Diabetic Cardiomyopathies	Lymphoma, Non-Hodgkin	3	inter
Diabetic Cardiomyopathies	Lymphoma, Primary Effusion	2	inter
Diabetic Cardiomyopathies	Lymphoma, T-Cell	2	inter
Diabetic Cardiomyopathies	Macular Degeneration	3	inter
Diabetic Cardiomyopathies	Medulloblastoma	3	inter
Diabetic Cardiomyopathies	Melanoma	3	inter
Diabetic Cardiomyopathies	Meningioma	3	inter
Diabetic Cardiomyopathies	Mesothelioma	3	inter
Diabetic Cardiomyopathies	Mouth Neoplasms	3	inter
Diabetic Cardiomyopathies	Mucocutaneous Lymph Node Syndrome	3	inter
Diabetic Cardiomyopathies	Multiple Endocrine Neoplasia Type 1	2	inter
Diabetic Cardiomyopathies	Multiple Myeloma	3	inter
Diabetic Cardiomyopathies	Multiple Sclerosis	3	inter
Diabetic Cardiomyopathies	Muscular Atrophy	2	inter
Diabetic Cardiomyopathies	Muscular Atrophy, Spinal	3	inter
Diabetic Cardiomyopathies	Muscular Dystrophies	3	inter
Diabetic Cardiomyopathies	Muscular Dystrophy, Facioscapulohumeral	4	inter
Diabetic Cardiomyopathies	Musculoskeletal Abnormalities	2	inter
Diabetic Cardiomyopathies	Mycosis Fungoides	2	inter
Diabetic Cardiomyopathies	Myelodysplastic Syndromes	2	inter
Diabetic Cardiomyopathies	Myocardial Infarction	2	intra
Diabetic Cardiomyopathies	Myocardial Ischemia	3	intra
Diabetic Cardiomyopathies	Myocardial Reperfusion Injury	3	intra
Diabetic Cardiomyopathies	Myositis	2	inter
Diabetic Cardiomyopathies	Myotonic Dystrophy	2	inter
Diabetic Cardiomyopathies	Nasopharyngeal Neoplasms	2	inter
Diabetic Cardiomyopathies	Neoplasms	3	inter
Diabetic Cardiomyopathies	Nephrosclerosis	3	inter
Diabetic Cardiomyopathies	Nephrotic Syndrome	3	inter
Diabetic Cardiomyopathies	Nervous System Diseases	3	inter
Diabetic Cardiomyopathies	Neurilemmoma	3	inter
Diabetic Cardiomyopathies	Neuroblastoma	3	inter
Diabetic Cardiomyopathies	Neurodegenerative Diseases	4	inter
Diabetic Cardiomyopathies	Neuroma	4	inter
Diabetic Cardiomyopathies	Neurotoxicity Syndromes	3	inter
Diabetic Cardiomyopathies	Niemann-Pick Disease, Type C	3	inter
Diabetic Cardiomyopathies	Non-alcoholic Fatty Liver Disease	2	inter
Diabetic Cardiomyopathies	Obesity	2	inter
Diabetic Cardiomyopathies	Osteoarthritis	3	inter
Diabetic Cardiomyopathies	Osteoarthritis, Knee	4	inter
Diabetic Cardiomyopathies	Osteogenesis Imperfecta	3	inter
Diabetic Cardiomyopathies	Osteonecrosis	3	inter
Diabetic Cardiomyopathies	Osteoporosis	2	inter
Diabetic Cardiomyopathies	Osteosarcoma	2	inter
Diabetic Cardiomyopathies	Otitis Media	4	inter
Diabetic Cardiomyopathies	Ovarian Neoplasms	3	inter
Diabetic Cardiomyopathies	Pancreatic Neoplasms	3	inter
Diabetic Cardiomyopathies	Pancreatitis, Acute Necrotizing	3	inter
Diabetic Cardiomyopathies	Papillomaviridae	3	inter
Diabetic Cardiomyopathies	Parkinson Disease	2	inter
Diabetic Cardiomyopathies	Periodontal Diseases	3	inter
Diabetic Cardiomyopathies	Periodontitis	3	inter
Diabetic Cardiomyopathies	Peritonitis	3	inter
Diabetic Cardiomyopathies	Pheochromocytoma	3	inter
Diabetic Cardiomyopathies	Pituitary Neoplasms	1	inter
Diabetic Cardiomyopathies	Polycystic Ovary Syndrome	5	inter
Diabetic Cardiomyopathies	Polycythemia Vera	2	inter
Diabetic Cardiomyopathies	Pre-Eclampsia	3	inter
Diabetic Cardiomyopathies	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Diabetic Cardiomyopathies	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	3	inter
Diabetic Cardiomyopathies	Pregnancy, Ectopic	2	inter
Diabetic Cardiomyopathies	Prion Diseases	3	inter
Diabetic Cardiomyopathies	Prostatic Neoplasms	3	inter
Diabetic Cardiomyopathies	Psoriasis	3	inter
Diabetic Cardiomyopathies	Pulmonary Disease, Chronic Obstructive	2	inter
Diabetic Cardiomyopathies	Pulmonary Fibrosis	3	inter
Diabetic Cardiomyopathies	Rectal Neoplasms	3	inter
Diabetic Cardiomyopathies	Reperfusion Injury	3	intra
Diabetic Cardiomyopathies	Respiratory Distress Syndrome, Adult	2	inter
Diabetic Cardiomyopathies	Respiratory Syncytial Virus Infections	3	inter
Diabetic Cardiomyopathies	Retinal Degeneration	2	inter
Diabetic Cardiomyopathies	Retinal Neovascularization	2	inter
Diabetic Cardiomyopathies	Retinitis Pigmentosa	2	inter
Diabetic Cardiomyopathies	Retinoblastoma	2	inter
Diabetic Cardiomyopathies	Rhabdomyosarcoma	2	inter
Diabetic Cardiomyopathies	Rhinitis, Allergic	3	inter
Diabetic Cardiomyopathies	Rhinitis, Allergic, Perennial	3	inter
Diabetic Cardiomyopathies	Rhinitis, Vasomotor	4	inter
Diabetic Cardiomyopathies	Salivary Gland Neoplasms	3	inter
Diabetic Cardiomyopathies	Salmonella Infections	4	inter
Diabetic Cardiomyopathies	Sarcoma	3	inter
Diabetic Cardiomyopathies	Sarcoma, Ewing	3	inter
Diabetic Cardiomyopathies	Sarcoma, Kaposi	2	inter
Diabetic Cardiomyopathies	Sarcoma, Synovial	3	inter
Diabetic Cardiomyopathies	Schistosomiasis japonica	4	inter
Diabetic Cardiomyopathies	Schizophrenia	2	inter
Diabetic Cardiomyopathies	Scleroderma, Localized	3	inter
Diabetic Cardiomyopathies	Scleroderma, Systemic	3	inter
Diabetic Cardiomyopathies	Seizures	3	inter
Diabetic Cardiomyopathies	Seminoma	3	inter
Diabetic Cardiomyopathies	Sepsis	3	inter
Diabetic Cardiomyopathies	Sezary Syndrome	3	inter
Diabetic Cardiomyopathies	Shock, Hemorrhagic	3	inter
Diabetic Cardiomyopathies	Sjogren's Syndrome	3	inter
Diabetic Cardiomyopathies	Small Cell Lung Carcinoma	2	inter
Diabetic Cardiomyopathies	Solitary Fibrous Tumor, Pleural	3	inter
Diabetic Cardiomyopathies	Spinal Cord Injuries	3	inter
Diabetic Cardiomyopathies	Spinal Stenosis	3	inter
Diabetic Cardiomyopathies	Spondylitis, Ankylosing	3	inter
Diabetic Cardiomyopathies	Squamous Cell Carcinoma, Esophageal	2	inter
Diabetic Cardiomyopathies	Squamous Cell Carcinoma, Head and Neck	3	inter
Diabetic Cardiomyopathies	Stomach Neoplasms	3	inter
Diabetic Cardiomyopathies	Stroke	3	inter
Diabetic Cardiomyopathies	Subarachnoid Hemorrhage	3	intra
Diabetic Cardiomyopathies	Telangiectasia, Hereditary Hemorrhagic	4	intra
Diabetic Cardiomyopathies	Testicular Neoplasms	3	inter
Diabetic Cardiomyopathies	Thrombocythemia, Essential	2	inter
Diabetic Cardiomyopathies	Thyroid Carcinoma, Anaplastic	2	inter
Diabetic Cardiomyopathies	Thyroid Neoplasms	3	inter
Diabetic Cardiomyopathies	Thyroiditis, Autoimmune	3	inter
Diabetic Cardiomyopathies	Toxoplasmosis	3	inter
Diabetic Cardiomyopathies	Triple Negative Breast Neoplasms	2	inter
Diabetic Cardiomyopathies	Tuberculosis	3	inter
Diabetic Cardiomyopathies	Urinary Bladder Neoplasms	3	inter
Diabetic Cardiomyopathies	Uterine Cervical Neoplasms	3	inter
Diabetic Cardiomyopathies	Uveal Melanoma	3	inter
Diabetic Cardiomyopathies	Vitiligo	3	inter
Diabetic Cardiomyopathies	Waldenstrom Macroglobulinemia	3	inter
Diabetic Nephropathies	Digestive System Neoplasms	2	inter
Diabetic Nephropathies	Down Syndrome	2	inter
Diabetic Nephropathies	Eclampsia	2	inter
Diabetic Nephropathies	Endocrine Gland Neoplasms	1	inter
Diabetic Nephropathies	Endometrial Neoplasms	2	inter
Diabetic Nephropathies	Endometriosis	2	inter
Diabetic Nephropathies	Endotoxemia	2	inter
Diabetic Nephropathies	Eosinophilic Esophagitis	1	inter
Diabetic Nephropathies	Ependymoma	2	inter
Diabetic Nephropathies	Epilepsy, Temporal Lobe	2	inter
Diabetic Nephropathies	Epstein-Barr Virus Infections	2	inter
Diabetic Nephropathies	Esophageal Neoplasms	2	inter
Diabetic Nephropathies	Esophagitis	2	inter
Diabetic Nephropathies	Fatty Liver	2	inter
Diabetic Nephropathies	Fibromatosis, Aggressive	3	inter
Diabetic Nephropathies	Fibromyalgia	2	inter
Diabetic Nephropathies	Follicular Atresia	3	inter
Diabetic Nephropathies	Gastrointestinal Neoplasms	2	inter
Diabetic Nephropathies	Gaucher Disease	2	inter
Diabetic Nephropathies	Gerstmann-Straussler-Scheinker Disease	2	inter
Diabetic Nephropathies	Glaucoma	2	inter
Diabetic Nephropathies	Glioblastoma	2	inter
Diabetic Nephropathies	Glioma	2	inter
Diabetic Nephropathies	Glomerulonephritis	1	inter
Diabetic Nephropathies	Graft Rejection	2	inter
Diabetic Nephropathies	Graft vs Host Disease	2	inter
Diabetic Nephropathies	HIV Infections	2	inter
Diabetic Nephropathies	HIV-Associated Lipodystrophy Syndrome	3	inter
Diabetic Nephropathies	Head and Neck Neoplasms	2	inter
Diabetic Nephropathies	Heart Defects, Congenital	2	inter
Diabetic Nephropathies	Heart Diseases	3	inter
Diabetic Nephropathies	Heart Failure	1	inter
Diabetic Nephropathies	Helicobacter pylori	2	inter
Diabetic Nephropathies	Helplessness, Learned	1	inter
Diabetic Nephropathies	Hemangioma, Cavernous, Central Nervous System	2	inter
Diabetic Nephropathies	Hematologic Neoplasms	2	inter
Diabetic Nephropathies	Hepatitis B	1	inter
Diabetic Nephropathies	Hepatitis B, Chronic	3	inter
Diabetic Nephropathies	Hepatitis C	2	inter
Diabetic Nephropathies	Hepatitis C, Chronic	2	inter
Diabetic Nephropathies	Hepatitis, Alcoholic	2	inter
Diabetic Nephropathies	Hepatitis, Chronic	2	inter
Diabetic Nephropathies	Hepatoblastoma	2	inter
Diabetic Nephropathies	Hirschsprung Disease	2	inter
Diabetic Nephropathies	Hodgkin Disease	2	inter
Diabetic Nephropathies	Huntington Disease	2	inter
Diabetic Nephropathies	Hyperglycemia	3	intra
Diabetic Nephropathies	Hypertension, Pulmonary	2	inter
Diabetic Nephropathies	Hypertrophy	3	inter
Diabetic Nephropathies	Hypoxia-Ischemia, Brain	2	inter
Diabetic Nephropathies	Idiopathic Pulmonary Fibrosis	3	inter
Diabetic Nephropathies	Infection	2	inter
Diabetic Nephropathies	Inferior Wall Myocardial Infarction	2	inter
Diabetic Nephropathies	Infertility	2	inter
Diabetic Nephropathies	Infertility, Male	2	inter
Diabetic Nephropathies	Inflammation	2	inter
Diabetic Nephropathies	Inflammatory Bowel Diseases	2	inter
Diabetic Nephropathies	Intervertebral Disc Degeneration	2	inter
Diabetic Nephropathies	Ischemia	2	inter
Diabetic Nephropathies	Kidney Diseases	3	inter
Diabetic Nephropathies	Kidney Failure, Chronic	3	inter
Diabetic Nephropathies	Kidney Neoplasms	3	inter
Diabetic Nephropathies	Laryngeal Neoplasms	2	inter
Diabetic Nephropathies	Leukemia	2	inter
Diabetic Nephropathies	Leukemia, B-Cell	2	inter
Diabetic Nephropathies	Leukemia, Biphenotypic, Acute	2	inter
Diabetic Nephropathies	Leukemia, Lymphocytic, Chronic, B-Cell	2	inter
Diabetic Nephropathies	Leukemia, Lymphoid	3	inter
Diabetic Nephropathies	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	2	inter
Diabetic Nephropathies	Leukemia, Myeloid	4	inter
Diabetic Nephropathies	Leukemia, Myeloid, Acute	1	inter
Diabetic Nephropathies	Leukemia, Promyelocytic, Acute	2	inter
Diabetic Nephropathies	Leukemia-Lymphoma, Adult T-Cell	2	inter
Diabetic Nephropathies	Lichen Planus	1	inter
Diabetic Nephropathies	Lichen Planus, Oral	2	inter
Diabetic Nephropathies	Liver Cirrhosis	2	inter
Diabetic Nephropathies	Liver Cirrhosis, Biliary	2	inter
Diabetic Nephropathies	Liver Diseases	2	inter
Diabetic Nephropathies	Liver Diseases, Alcoholic	2	inter
Diabetic Nephropathies	Liver Failure	2	inter
Diabetic Nephropathies	Liver Neoplasms	2	inter
Diabetic Nephropathies	Lung Diseases, Interstitial	2	inter
Diabetic Nephropathies	Lung Neoplasms	2	inter
Diabetic Nephropathies	Lupus Erythematosus, Systemic	1	inter
Diabetic Nephropathies	Lupus Nephritis	2	inter
Diabetic Nephropathies	Lymphoma	2	inter
Diabetic Nephropathies	Lymphoma, B-Cell	2	inter
Diabetic Nephropathies	Lymphoma, Large B-Cell, Diffuse	2	inter
Diabetic Nephropathies	Lymphoma, Mantle-Cell	2	inter
Diabetic Nephropathies	Lymphoma, Non-Hodgkin	2	inter
Diabetic Nephropathies	Lymphoma, Primary Effusion	2	inter
Diabetic Nephropathies	Lymphoma, T-Cell	1	inter
Diabetic Nephropathies	Macular Degeneration	2	inter
Diabetic Nephropathies	Medulloblastoma	3	inter
Diabetic Nephropathies	Melanoma	2	inter
Diabetic Nephropathies	Meningioma	1	inter
Diabetic Nephropathies	Mesothelioma	2	inter
Diabetic Nephropathies	Mouth Neoplasms	2	inter
Diabetic Nephropathies	Mucocutaneous Lymph Node Syndrome	2	inter
Diabetic Nephropathies	Multiple Endocrine Neoplasia Type 1	1	inter
Diabetic Nephropathies	Multiple Myeloma	2	inter
Diabetic Nephropathies	Multiple Sclerosis	2	inter
Diabetic Nephropathies	Muscular Atrophy	3	inter
Diabetic Nephropathies	Muscular Atrophy, Spinal	2	inter
Diabetic Nephropathies	Muscular Dystrophies	2	inter
Diabetic Nephropathies	Muscular Dystrophy, Facioscapulohumeral	3	inter
Diabetic Nephropathies	Musculoskeletal Abnormalities	2	inter
Diabetic Nephropathies	Mycosis Fungoides	2	inter
Diabetic Nephropathies	Myelodysplastic Syndromes	2	inter
Diabetic Nephropathies	Myocardial Infarction	2	inter
Diabetic Nephropathies	Myocardial Ischemia	2	inter
Diabetic Nephropathies	Myocardial Reperfusion Injury	2	inter
Diabetic Nephropathies	Myositis	3	inter
Diabetic Nephropathies	Myotonic Dystrophy	1	inter
Diabetic Nephropathies	Nasopharyngeal Neoplasms	2	inter
Diabetic Nephropathies	Neoplasms	2	inter
Diabetic Nephropathies	Nephrosclerosis	2	inter
Diabetic Nephropathies	Nephrotic Syndrome	2	inter
Diabetic Nephropathies	Nervous System Diseases	2	inter
Diabetic Nephropathies	Neurilemmoma	2	inter
Diabetic Nephropathies	Neuroblastoma	2	inter
Diabetic Nephropathies	Neurodegenerative Diseases	3	inter
Diabetic Nephropathies	Neuroma	2	inter
Diabetic Nephropathies	Neurotoxicity Syndromes	3	inter
Diabetic Nephropathies	Niemann-Pick Disease, Type C	2	inter
Diabetic Nephropathies	Non-alcoholic Fatty Liver Disease	1	inter
Diabetic Nephropathies	Obesity	2	intra
Diabetic Nephropathies	Osteoarthritis	2	inter
Diabetic Nephropathies	Osteoarthritis, Knee	2	inter
Diabetic Nephropathies	Osteogenesis Imperfecta	1	inter
Diabetic Nephropathies	Osteonecrosis	2	inter
Diabetic Nephropathies	Osteoporosis	2	intra
Diabetic Nephropathies	Osteosarcoma	1	inter
Diabetic Nephropathies	Otitis Media	2	inter
Diabetic Nephropathies	Ovarian Neoplasms	2	inter
Diabetic Nephropathies	Pancreatic Neoplasms	2	inter
Diabetic Nephropathies	Pancreatitis, Acute Necrotizing	1	inter
Diabetic Nephropathies	Papillomaviridae	2	inter
Diabetic Nephropathies	Parkinson Disease	2	inter
Diabetic Nephropathies	Periodontal Diseases	2	inter
Diabetic Nephropathies	Periodontitis	2	inter
Diabetic Nephropathies	Peritonitis	2	inter
Diabetic Nephropathies	Pheochromocytoma	2	inter
Diabetic Nephropathies	Pituitary Neoplasms	2	inter
Diabetic Nephropathies	Polycystic Ovary Syndrome	3	intra
Diabetic Nephropathies	Polycythemia Vera	2	inter
Diabetic Nephropathies	Pre-Eclampsia	2	inter
Diabetic Nephropathies	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	2	inter
Diabetic Nephropathies	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	1	inter
Diabetic Nephropathies	Pregnancy, Ectopic	2	inter
Diabetic Nephropathies	Prion Diseases	1	inter
Diabetic Nephropathies	Prostatic Neoplasms	3	inter
Diabetic Nephropathies	Psoriasis	2	inter
Diabetic Nephropathies	Pulmonary Disease, Chronic Obstructive	2	inter
Diabetic Nephropathies	Pulmonary Fibrosis	2	inter
Diabetic Nephropathies	Rectal Neoplasms	3	inter
Diabetic Nephropathies	Reperfusion Injury	2	inter
Diabetic Nephropathies	Respiratory Distress Syndrome, Adult	3	inter
Diabetic Nephropathies	Respiratory Syncytial Virus Infections	2	inter
Diabetic Nephropathies	Retinal Degeneration	3	inter
Diabetic Nephropathies	Retinal Neovascularization	2	inter
Diabetic Nephropathies	Retinitis Pigmentosa	2	inter
Diabetic Nephropathies	Retinoblastoma	1	inter
Diabetic Nephropathies	Rhabdomyosarcoma	2	inter
Diabetic Nephropathies	Rhinitis, Allergic	3	inter
Diabetic Nephropathies	Rhinitis, Allergic, Perennial	2	inter
Diabetic Nephropathies	Rhinitis, Vasomotor	3	inter
Diabetic Nephropathies	Salivary Gland Neoplasms	3	inter
Diabetic Nephropathies	Salmonella Infections	3	inter
Diabetic Nephropathies	Sarcoma	1	inter
Diabetic Nephropathies	Sarcoma, Ewing	2	inter
Diabetic Nephropathies	Sarcoma, Kaposi	2	inter
Diabetic Nephropathies	Sarcoma, Synovial	3	inter
Diabetic Nephropathies	Schistosomiasis japonica	2	inter
Diabetic Nephropathies	Schizophrenia	1	inter
Diabetic Nephropathies	Scleroderma, Localized	3	inter
Diabetic Nephropathies	Scleroderma, Systemic	2	inter
Diabetic Nephropathies	Seizures	2	inter
Diabetic Nephropathies	Seminoma	3	inter
Diabetic Nephropathies	Sepsis	2	inter
Diabetic Nephropathies	Sezary Syndrome	3	inter
Diabetic Nephropathies	Shock, Hemorrhagic	1	inter
Diabetic Nephropathies	Sjogren's Syndrome	1	inter
Diabetic Nephropathies	Small Cell Lung Carcinoma	1	inter
Diabetic Nephropathies	Solitary Fibrous Tumor, Pleural	2	inter
Diabetic Nephropathies	Spinal Cord Injuries	2	inter
Diabetic Nephropathies	Spinal Stenosis	2	inter
Diabetic Nephropathies	Spondylitis, Ankylosing	2	inter
Diabetic Nephropathies	Squamous Cell Carcinoma, Esophageal	2	inter
Diabetic Nephropathies	Squamous Cell Carcinoma, Head and Neck	2	inter
Diabetic Nephropathies	Stomach Neoplasms	2	inter
Diabetic Nephropathies	Stroke	2	inter
Diabetic Nephropathies	Subarachnoid Hemorrhage	3	inter
Diabetic Nephropathies	Telangiectasia, Hereditary Hemorrhagic	3	inter
Diabetic Nephropathies	Testicular Neoplasms	3	inter
Diabetic Nephropathies	Thrombocythemia, Essential	3	inter
Diabetic Nephropathies	Thyroid Carcinoma, Anaplastic	1	inter
Diabetic Nephropathies	Thyroid Neoplasms	2	inter
Diabetic Nephropathies	Thyroiditis, Autoimmune	3	inter
Diabetic Nephropathies	Toxoplasmosis	3	inter
Diabetic Nephropathies	Triple Negative Breast Neoplasms	1	inter
Diabetic Nephropathies	Tuberculosis	2	inter
Diabetic Nephropathies	Urinary Bladder Neoplasms	2	inter
Diabetic Nephropathies	Uterine Cervical Neoplasms	2	inter
Diabetic Nephropathies	Uveal Melanoma	2	inter
Diabetic Nephropathies	Vitiligo	2	inter
Diabetic Nephropathies	Waldenstrom Macroglobulinemia	2	inter
Digestive System Neoplasms	Down Syndrome	3	inter
Digestive System Neoplasms	Eclampsia	2	inter
Digestive System Neoplasms	Endocrine Gland Neoplasms	2	intra
Digestive System Neoplasms	Endometrial Neoplasms	2	intra
Digestive System Neoplasms	Endometriosis	3	inter
Digestive System Neoplasms	Endotoxemia	1	inter
Digestive System Neoplasms	Eosinophilic Esophagitis	2	inter
Digestive System Neoplasms	Ependymoma	2	intra
Digestive System Neoplasms	Epilepsy, Temporal Lobe	3	inter
Digestive System Neoplasms	Epstein-Barr Virus Infections	3	inter
Digestive System Neoplasms	Esophageal Neoplasms	2	intra
Digestive System Neoplasms	Esophagitis	2	inter
Digestive System Neoplasms	Fatty Liver	3	inter
Digestive System Neoplasms	Fibromatosis, Aggressive	3	intra
Digestive System Neoplasms	Fibromyalgia	3	inter
Digestive System Neoplasms	Follicular Atresia	1	inter
Digestive System Neoplasms	Gastrointestinal Neoplasms	2	intra
